SYMBOL,SERIES,CLOSE,LAST,ISIN
FMNL,EQ,5.3,5.3,INE360L01017
FOCUS,EQ,601.8,603.9,INE593W01010
FOODSIN,EQ,132.4,132.05,INE976E01023
FORCEMOT,EQ,1254,1252,INE451A01017
FORTIS,EQ,265.2,265.35,INE061F01013
FOSECOIND,EQ,2446.3,2430,INE519A01011
FSL,EQ,113.75,115,INE684F01012
FUSION,EQ,404.25,404.5,INE139R01012
GABRIEL,EQ,145.55,145.1,INE524A01029
GAEL,EQ,265.55,264.5,INE036B01030
GAIL,EQ,108.15,108.2,INE129A01019
GAL,EQ,2.65,2.65,INE482J01021
GALAXYSURF,EQ,2481.35,2490,INE600K01018
GALLANTT,EQ,64.8,64.2,INE297H01019
GANDHITUBE,EQ,520.65,523,INE524B01027
GANECOS,EQ,935.95,938,INE845D01014
GANESHBE,EQ,174.55,173.2,INE388A01029
GANESHHOUC,EQ,336.95,334,INE460C01014
GANGAFORGE,EQ,3.55,3.7,INE691Z01023
GANGESSECU,EQ,105,104,INE335W01016
GARFIBRES,EQ,2903.25,2900,INE276A01018
GATEWAY,EQ,63.75,63.8,INE079J01017
GATI,EQ,116.55,116.75,INE152B01027
GAYAHWS,EQ,1.05,1.05,INE287Z01012
GEECEE,EQ,141.8,143.9,INE916G01016
GEEKAYWIRE,EQ,157.9,158,INE669X01016
GENCON,EQ,58.75,58.25,INE854S01022
GENESYS,EQ,316,320,INE727B01026
GENUSPAPER,EQ,14.4,14.35,INE949P01018
GENUSPOWER,EQ,86.55,86.6,INE955D01029
GEOJITFSL,EQ,42.4,42.55,INE007B01023
GEPIL,EQ,114.7,114.8,INE878A01011
GESHIP,EQ,647.95,647.5,INE017A01032
GET&D,EQ,137.85,136.6,INE200A01026
GFLLIMITED,EQ,52.5,52.3,INE538A01037
GICHSGFIN,EQ,164.8,163.6,INE289B01019
GICRE,EQ,144.75,144.1,INE481Y01014
GILLANDERS,EQ,66.1,65.6,INE047B01011
GILLETTE,EQ,4378.7,4390,INE322A01010
GILT5YBEES,EQ,51.73,51.73,INF204KC1030
GINNIFILA,EQ,22.25,22.25,INE424C01010
GIPCL,EQ,73.95,74,INE162A01010
GKWLIMITED,EQ,539.45,539.45,INE528A01020
GLAND,EQ,1251.65,1250.5,INE068V01023
GLAXO,EQ,1257.8,1258.6,INE159A01016
GLENMARK,EQ,490.25,490.1,INE935A01035
GLFL,EQ,2.55,2.55,INE540A01017
GLOBAL,EQ,158.9,160.15,INE291W01029
GLOBALVECT,EQ,54.3,54.5,INE792H01019
GLOBE,EQ,2.85,2.9,INE581X01021
GLOBUSSPR,EQ,878.1,874.8,INE615I01010
GLS,EQ,417.55,414.55,INE03Q201024
GMBREW,EQ,595.65,596.5,INE075D01018
GMDCLTD,EQ,132.8,132.6,INE131A01031
GMMPFAUDLR,EQ,1491.45,1489,INE541A01023
GMRINFRA,EQ,43.9,43.9,INE776C01039
GMRP&UI,EQ,16.35,16.25,INE0CU601026
GNA,EQ,845.8,847.9,INE934S01014
GNFC,EQ,545.9,547,INE113A01013
GOACARBON,EQ,495.6,494,INE426D01013
GOCLCORP,EQ,309.6,309,INE077F01035
GOCOLORS,EQ,1008.3,1010,INE0BJS01011
GODFRYPHLP,EQ,1789.25,1790,INE260B01028
GODHA,EQ,1.15,1.2,INE925Y01036
GODREJAGRO,EQ,436.3,435.9,INE850D01014
GODREJCP,EQ,963.2,964.5,INE102D01028
GODREJIND,EQ,443.1,442,INE233A01035
GODREJPROP,EQ,1283.1,1284.9,INE484J01027
GOKEX,EQ,355.85,356.9,INE887G01027
GOKUL,EQ,29.25,29.3,INE020J01029
GOKULAGRO,EQ,113.65,114,INE314T01025
GOLDBEES,EQ,51.94,51.95,INF204KB17I5
GOLDIAM,EQ,140.3,140.45,INE025B01025
GOLDSHARE,EQ,52,51.95,INF789F1AUX7
GOLDTECH,EQ,60.3,60.3,INE805A01014
GOODLUCK,EQ,452.65,449.8,INE127I01024
GOODYEAR,EQ,1072.35,1075.8,INE533A01012
GPIL,EQ,370.25,372,INE177H01021
GPPL,EQ,113.85,114,INE517F01014
GPTINFRA,EQ,46.3,46.1,INE390G01014
GRANULES,EQ,297.5,297.9,INE101D01020
GRAPHITE,EQ,278.4,278.3,INE371A01025
GRASIM,EQ,1701.1,1703.5,INE047A01021
GRAUWEIL,EQ,113.7,114,INE266D01021
GRAVITA,EQ,503.5,504.65,INE024L01027
GREAVESCOT,EQ,132.75,132.55,INE224A01026
GREENLAM,EQ,307.1,306.45,INE544R01021
GREENPANEL,EQ,274.65,274.5,INE08ZM01014
GREENPLY,EQ,147.3,146.95,INE461C01038
GREENPOWER,EQ,9.1,9.1,INE999K01014
GRINDWELL,EQ,1935.25,1939.85,INE536A01023
GRINFRA,EQ,991.95,986.9,INE201P01022
GRMOVER,EQ,193.55,192.45,INE192H01020
GROBTEA,EQ,757.9,756,INE646C01018
GRSE,EQ,467.95,467,INE382Z01011
GRWRHITECH,EQ,549.2,550,INE291A01017
GSCLCEMENT,EQ,33,33.05,INE542A01039
GSFC,EQ,128.2,128,INE026A01025
GSLSU,EQ,185.1,183.6,INE0JSX01015
GSPL,EQ,276.35,276.4,INE246F01010
GSS,EQ,213.5,214,INE871H01011
GTL,EQ,5.5,5.45,INE043A01012
GTLINFRA,EQ,0.85,0.85,INE221H01019
GTPL,EQ,112.6,112,INE869I01013
GUFICBIO,EQ,200.95,201.75,INE742B01025
GUJALKALI,EQ,647.7,644.95,INE186A01019
GUJAPOLLO,EQ,198.65,201.8,INE826C01016
GUJGASLTD,EQ,462.95,463.25,INE844O01030
GULFOILLUB,EQ,417.85,418.7,INE635Q01029
GULFPETRO,EQ,34.55,34.7,INE586G01017
GULPOLY,EQ,259.9,258.4,INE255D01024
GVKPIL,EQ,2.75,2.8,INE251H01024
HAL,EQ,2804.95,2804,INE066F01012
HAPPSTMNDS,EQ,807.45,808.8,INE419U01012
HARDWYN,EQ,304.8,304.8,INE626Z01011
HARIOMPIPE,EQ,506.6,507.05,INE00EV01017
HARRMALAYA,EQ,118.1,118,INE544A01019
HARSHA,EQ,414.6,412.4,INE0JUS01029
HATHWAY,EQ,13.5,13.6,INE982F01036
HATSUN,EQ,838.35,839.1,INE473B01035
HAVELLS,EQ,1186.2,1186,INE176B01034
HBANKETF,EQ,422.8,422.9,INF179KC1AN8
HBLPOWER,EQ,100.25,100.45,INE292B01021
HBSL,EQ,46.8,46.55,INE550B01022
HCC,EQ,14.3,14.35,INE549A01026
HCG,EQ,268.85,267.65,INE075I01017
HCL-INSYS,EQ,13.2,13.2,INE236A01020
HCLTECH,EQ,1071.85,1072.5,INE860A01027
HDFC,EQ,2786.85,2791.95,INE001A01036
HDFCAMC,EQ,1791.8,1794,INE127D01025
HDFCBANK,EQ,1692.45,1695,INE040A01034
HDFCBSE500,EQ,23.6,23.7,INF179KC1EZ4
HDFCGROWTH,EQ,87.14,86.71,INF179KC1DJ0
HDFCLIFE,EQ,531.85,531.35,INE795G01014
HDFCLOWVOL,EQ,131.17,131.11,INF179KC1DN2
HDFCMFGETF,EQ,53.39,53.44,INF179KC1981
HDFCMID150,EQ,116.99,116.99,INF179KC1FA4
HDFCMOMENT,EQ,186.19,187.49,INF179KC1DM4
HDFCNEXT50,EQ,386.03,385.99,INF179KC1DA9
HDFCNIF100,EQ,177.7,177.72,INF179KC1DB7
HDFCNIFETF,EQ,193.58,194,INF179KC1965
HDFCNIFIT,EQ,284.91,284.97,INF179KC1DX1
HDFCPVTBAN,EQ,214.52,214.8,INF179KC1DW3
HDFCQUAL,EQ,38.99,39.05,INF179KC1DL6
HDFCSENETF,EQ,657.51,657.75,INF179KC1973
HDFCSILVER,EQ,74.88,74.75,INF179KC1DI2
HDFCSML250,EQ,91.28,91.31,INF179KC1FB2
HDFCVALUE,EQ,93,93,INF179KC1DK8
HEADSUP,EQ,12.8,12.75,INE759V01019
HEALTHY,EQ,8,8.02,INF209KB10C2
HECPROJECT,EQ,30.6,30.6,INE558R01013
HEG,EQ,1039,1037,INE545A01016
HEIDELBERG,EQ,169.9,169.2,INE578A01017
HEMIPROP,EQ,90.5,90.3,INE0AJG01018
HERANBA,EQ,328.3,329.9,INE694N01015
HERCULES,EQ,199.05,198.5,INE688E01024
HERITGFOOD,EQ,165.75,166.5,INE978A01027
HEROMOTOCO,EQ,2447.05,2448,INE158A01026
HESTERBIO,EQ,1814.35,1814,INE782E01017
HEUBACHIND,EQ,317.2,316.3,INE492A01029
HEXATRADEX,EQ,147.75,147.55,INE750M01017
HFCL,EQ,63.85,63.95,INE548A01028
HGINFRA,EQ,842.9,841,INE926X01010
HGS,EQ,1060.7,1062.25,INE170I01016
HIKAL,EQ,310.2,310.6,INE475B01022
HIL,EQ,2696.1,2686,INE557A01011
HIMATSEIDE,EQ,77.5,77.8,INE049A01027
HINDALCO,EQ,422.05,422.2,INE038A01020
HINDCOMPOS,EQ,272.8,272.8,INE310C01029
HINDCON,EQ,94.55,94,INE642Y01011
HINDCOPPER,EQ,100.55,100.55,INE531E01026
HINDMOTORS,EQ,13.8,13.9,INE253A01025
HINDOILEXP,EQ,136.3,135.65,INE345A01011
HINDPETRO,EQ,225,225.1,INE094A01015
HINDUNILVR,EQ,2536.2,2535.4,INE030A01027
HINDWAREAP,EQ,373.65,372.55,INE05AN01011
HINDZINC,EQ,319.7,319.05,INE267A01025
HIRECT,EQ,207.65,208.5,INE835D01023
HISARMETAL,EQ,131.95,129.5,INE598C01011
HITECH,EQ,77.65,77,INE106T01025
HITECHCORP,EQ,176.65,177,INE120D01012
HITECHGEAR,EQ,254.8,253,INE127B01011
HLEGLAS,EQ,520.65,522.4,INE461D01028
HLVLTD,EQ,10.35,10.5,INE102A01024
HMVL,EQ,44.3,46,INE871K01015
HNDFDS,EQ,596.3,600,INE254N01026
HNGSNGBEES,EQ,289.24,288.77,INF204KB19I1
HOMEFIRST,EQ,716.4,717,INE481N01025
HONAUT,EQ,36415,36430,INE671A01010
HONDAPOWER,EQ,2145.7,2149.2,INE634A01018
HOVS,EQ,37.5,37.2,INE596H01014
HPAL,EQ,368.6,367.5,INE0GSL01016
HPL,EQ,87.25,87.5,INE495S01016
HSCL,EQ,90.75,91,INE019C01026
HTMEDIA,EQ,16.65,16.6,INE501G01024
HUBTOWN,EQ,37.8,37.95,INE703H01016
HUDCO,EQ,44.8,44.75,INE031A01017
HUHTAMAKI,EQ,211.05,212,INE275B01026
HYBRIDFIN,EQ,9.55,9.55,INE965B01022
IBMFNIFTY,EQ,181.82,182,INF666M01FS5
IBREALEST,EQ,57.3,57.45,INE069I01010
IBULHSGFIN,EQ,102.25,102.4,INE148I01020
ICEMAKE,EQ,339.9,340,INE520Y01019
ICICI500,EQ,24.97,25.01,INF109KC1V59
ICICI5GSEC,EQ,52.07,52.07,INF109KC14A8
ICICIALPLV,EQ,173.69,173.9,INF109KC1N59
ICICIAUTO,EQ,130.13,130.08,INF109KC1Y49
ICICIB22,EQ,60.05,60.1,INF109KB15Y7
ICICIBANK,EQ,899,898,INE090A01021
ICICIBANKN,EQ,42.15,42.18,INF109KC15I8
ICICIBANKP,EQ,210.73,210.8,INF109KC1E35
ICICICOMMO,EQ,56.88,56.88,INF109KC19O8
ICICICONSU,EQ,74.04,73.95,INF109KC1V42
ICICIFIN,EQ,16.38,16.4,INF109KC17L8
ICICIFMCG,EQ,475.33,474.56,INF109KC1R48
ICICIGI,EQ,1087.85,1087.85,INE765G01017
ICICIGOLD,EQ,53.25,53.28,INF109KC1NT3
ICICIINFRA,EQ,53.09,53.16,INF109KC16E5
ICICILIQ,EQ,999.99,1000,INF109KC1KT9
ICICILOVOL,EQ,142.2,142.18,INF109KB10T8
ICICIM150,EQ,118.64,118.99,INF109KC1G82
ICICIMCAP,EQ,95.02,94.77,INF109KB1XT3
ICICIMOM30,EQ,18.91,18.91,INF109KC17C7
ICICINF100,EQ,192.22,192.9,INF109KA1962
ICICINIFTY,EQ,193.81,193.69,INF109K012R6
ICICINV20,EQ,101.41,101.4,INF109KB1WY5
ICICINXT50,EQ,39.65,39.79,INF109KC1NS5
ICICIPHARM,EQ,80.02,80,INF109KC1Q72
ICICIPRULI,EQ,442.9,442.1,INE726G01019
ICICISENSX,EQ,665.58,666.77,INF346A01034
ICICISILVE,EQ,77.38,77.31,INF109KC1Y56
ICICITECH,EQ,29.49,29.53,INF109KC16I6
ICIL,EQ,138.2,136.65,INE483B01026
ICRA,EQ,4672.1,4700,INE725G01011
IDBI,EQ,51.7,52.8,INE008A01015
IDBIGOLD,EQ,5620.05,5638.95,INF397L01554
IDEA,EQ,6.05,6.1,INE669E01016
IDFC,EQ,77.55,77.65,INE043D01016
IDFCFIRSTB,EQ,54,54.05,INE092T01019
IDFNIFTYET,EQ,189.01,189.02,INF194KA1U07
IEL,EQ,8.85,8.8,INE059901020
IEX,EQ,154.8,154.8,INE022Q01020
IFBAGRO,EQ,484.4,483.2,INE076C01018
IFBIND,EQ,825.4,825.3,INE559A01017
IFCI,EQ,10.3,10.35,INE039A01010
IFGLEXPOR,EQ,240.6,241,INE133Y01011
IGARASHI,EQ,379.6,379,INE188B01013
IGL,EQ,485.2,485.15,INE203G01027
IGPL,EQ,468.1,470,INE204A01010
IIFL,EQ,460.8,461.5,INE530B01024
IIFLSEC,EQ,54.1,54,INE489L01022
IITL,EQ,87,86.75,INE886A01014
IMAGICAA,EQ,44.4,44.5,INE172N01012
IMFA,EQ,281.5,283,INE919H01018
IMPAL,EQ,647.05,650,INE547E01014
IMPEXFERRO,EQ,3.2,3.2,INE691G01015
INCREDIBLE,EQ,19.85,19.8,INE452L01012
INDBANK,EQ,26.2,26.45,INE841B01017
INDHOTEL,EQ,328.05,329,INE053A01029
INDIACEM,EQ,186.2,186,INE383A01012
INDIAGLYCO,EQ,558.05,557.8,INE560A01015
INDIAMART,EQ,5391.5,5396.9,INE933S01016
INDIANB,EQ,287.05,286.55,INE562A01011
INDIANCARD,EQ,240.05,238.8,INE061A01014
INDIANHUME,EQ,134.1,134.05,INE323C01030
INDIGO,EQ,1879.35,1882,INE646L01027
INDIGOPNTS,EQ,1082.65,1082.5,INE09VQ01012
INDNIPPON,EQ,362.8,363,INE092B01025
INDOAMIN,EQ,87.2,86.55,INE760F01028
INDOBORAX,EQ,112.25,112.9,INE803D01021
INDOCO,EQ,329.1,329.95,INE873D01024
INDORAMA,EQ,44.2,44.45,INE156A01020
INDOTECH,EQ,184.65,186.5,INE332H01014
INDOWIND,EQ,11.5,11.6,INE227G01018
INDSWFTLAB,EQ,64.85,64.9,INE915B01019
INDSWFTLTD,EQ,9.2,9.2,INE788B01028
INDTERRAIN,EQ,52.1,51.85,INE611L01021
INDUSINDBK,EQ,1109.3,1105,INE095A01012
INDUSTOWER,EQ,137.4,137.8,INE121J01017
INFIBEAM,EQ,13.95,13.95,INE483S01020
INFOBEAN,EQ,479,481.95,INE344S01016
INFOMEDIA,EQ,4.9,4.9,INE669A01022
INFRABEES,EQ,539.8,541,INF732E01268
INFY,EQ,1389.2,1383.4,INE009A01021
INGERRAND,EQ,2763.05,2770,INE177A01018
INOXGREEN,EQ,38.7,38.75,INE510W01014
INOXWIND,EQ,96.95,97,INE066P01011
INSECTICID,EQ,503.5,507,INE070I01018
INSPIRISYS,EQ,56.2,57.25,INE020G01017
INTELLECT,EQ,431.7,432.9,INE306R01017
INTENTECH,EQ,63.25,63.35,INE781A01025
INTLCONV,EQ,55.65,55.75,INE575C01027
INVENTURE,EQ,1.95,2,INE878H01024
IOB,EQ,23.55,23.65,INE565A01014
IOC,EQ,77.2,77.25,INE242A01010
IOLCP,EQ,357.2,359.45,INE485C01011
IONEXCHANG,EQ,3388.55,3400,INE570A01014
IPCALAB,EQ,819.9,820,INE571A01038
IPL,EQ,217.45,216.6,INE0D6701023
IRB,EQ,26.65,26.85,INE821I01022
IRCON,EQ,58.6,58.3,INE962Y01021
IRCTC,EQ,592.65,592.8,INE335Y01020
IRFC,EQ,27.5,27.5,INE053F01010
IRIS,EQ,73.35,73.4,INE864K01010
IRISDOREME,EQ,339.6,340,INE01GN01017
ISEC,EQ,454.3,455,INE763G01038
ISFT,EQ,136.85,137.5,INE566K01011
ISGEC,EQ,475.45,477.4,INE858B01029
ISMTLTD,EQ,70.05,70.2,INE732F01019
ITBEES,EQ,29.59,29.64,INF204KB15V2
ITC,EQ,395.6,395.7,INE154A01025
ITDC,EQ,317.45,315.6,INE353K01014
ITDCEM,EQ,111.4,111,INE686A01026
ITI,EQ,91.35,91.4,INE248A01017
IVC,EQ,6.35,6.35,INE050B01023
IVP,EQ,129.2,130.7,INE043C01018
IVZINGOLD,EQ,5435.15,5381,INF205K01361
IWEL,EQ,1001.6,1000,INE0FLR01028
IZMO,EQ,139.15,138.9,INE848A01014
J&KBANK,EQ,51.3,51.55,INE168A01041
JAGRAN,EQ,71.8,71.65,INE199G01027
JAGSNPHARM,EQ,350.2,354,INE048B01027
JAIBALAJI,EQ,49.05,49.3,INE091G01018
JAICORPLTD,EQ,152.1,151.9,INE070D01027
JAIPURKURT,EQ,95.2,95.7,INE696V01013
JAMNAAUTO,EQ,102.25,101.95,INE039C01032
JASH,EQ,835.45,833.5,INE039O01011
JAYAGROGN,EQ,171.75,171,INE785A01026
JAYBARMARU,EQ,141.85,141.65,INE571B01028
JAYNECOIND,EQ,21.85,21.85,INE854B01010
JAYSREETEA,EQ,85.2,84.95,INE364A01020
JBCHEPHARM,EQ,2165.9,2175,INE572A01028
JBMA,EQ,756.95,755.9,INE927D01044
JCHAC,EQ,1099.85,1098,INE782A01015
JETFREIGHT,EQ,12.2,12.2,INE982V01025
JHS,EQ,16.75,17,INE544H01014
JINDALPHOT,EQ,335.9,337.5,INE796G01012
JINDALPOLY,EQ,571.55,574.4,INE197D01010
JINDALSAW,EQ,163.4,163.45,INE324A01024
JINDALSTEL,EQ,560.4,560.15,INE749A01030
JINDRILL,EQ,305.55,305,INE742C01031
JINDWORLD,EQ,348.35,349,INE247D01039
JISLDVREQS,EQ,18.5,18.4,IN9175A01010
JISLJALEQS,EQ,35.75,35.8,INE175A01038
JKCEMENT,EQ,2966.4,2972,INE823G01014
JKIL,EQ,253.95,253.5,INE576I01022
JKLAKSHMI,EQ,788.9,790,INE786A01032
JKPAPER,EQ,380,380.7,INE789E01012
JKTYRE,EQ,162.45,162.95,INE573A01042
JMA,EQ,63.35,62.9,INE412C01023
JMFINANCIL,EQ,64,64.3,INE780C01023
JOCIL,EQ,178.25,180.5,INE839G01010
JPASSOCIAT,EQ,7.7,7.7,INE455F01025
JPOLYINVST,EQ,552.45,560.4,INE147P01019
JPPOWER,EQ,6.05,6.05,INE351F01018
JSL,EQ,265.9,265.05,INE220G01021
JSWENERGY,EQ,245.45,245.1,INE121E01018
JSWHL,EQ,4087.85,4101,INE824G01012
JSWISPL,EQ,32.45,32.5,INE743C01021
JSWSTEEL,EQ,720.65,720.75,INE019A01038
JTEKTINDIA,EQ,103.05,103,INE643A01035
JTLIND,EQ,346.4,344,INE391J01024
JUBLFOOD,EQ,435.15,435.7,INE797F01020
JUBLINDS,EQ,399.2,399,INE645L01011
JUBLINGREA,EQ,398.55,398,INE0BY001018
JUBLPHARMA,EQ,304,303.2,INE700A01033
JUNIORBEES,EQ,407.48,407.75,INF732E01045
JUSTDIAL,EQ,642.1,646,INE599M01018
JWL,EQ,97.4,97.8,INE209L01016
JYOTHYLAB,EQ,195.45,194.5,INE668F01031
KABRAEXTRU,EQ,530,531.9,INE900B01029
KAJARIACER,EQ,1113.9,1114,INE217B01036
KAKATCEM,EQ,194.25,194.8,INE437B01014
KALPATPOWR,EQ,533.65,533.8,INE220B01022
KALYANKJIL,EQ,104.25,104.3,INE303R01014
KAMATHOTEL,EQ,131.6,131.05,INE967C01018
KAMDHENU,EQ,365.35,365,INE390H01012
KAMOPAINTS,EQ,232.75,231.5,INE0BTI01029
KANANIIND,EQ,7.25,7.2,INE879E01037
KANORICHEM,EQ,120.75,120.6,INE138C01024
KANPRPLA,EQ,85.45,86.3,INE694E01014
KANSAINER,EQ,381.2,379.95,INE531A01024
KAPSTON,EQ,139.05,138.35,INE542Z01010
KARURVYSYA,EQ,99.65,99.65,INE036D01028
KAUSHALYA,EQ,4.4,4.5,INE234I01010
KAVVERITEL,EQ,5.8,5.75,INE641C01019
KAYA,EQ,312.65,311,INE587G01015
KAYNES,EQ,954.8,950.05,INE918Z01012
KCP,EQ,111.8,111.75,INE805C01028
KCPSUGIND,EQ,25.2,25.35,INE790B01024
KDDL,EQ,1084.3,1089.95,INE291D01011
KEC,EQ,485.5,483.8,INE389H01022
KECL,EQ,79.6,79.5,INE134B01017
KEI,EQ,1753.95,1753,INE878B01027
KELLTONTEC,EQ,53.25,53.5,INE164B01022
KENNAMET,EQ,2280.4,2280,INE717A01029
KESORAMIND,EQ,60.15,60.3,INE087A01019
KEYFINSERV,EQ,95.6,95.05,INE681C01015
KFINTECH,EQ,296.1,294,INE138Y01010
KHADIM,EQ,192.85,192.95,INE834I01025
KHAICHEM,EQ,75.75,76.5,INE745B01028
KHAITANLTD,EQ,39.8,39.45,INE731C01018
KHANDSE,EQ,26.7,27,INE060B01014
KICL,EQ,1751.75,1735.05,INE029L01018
KILITCH,EQ,167.85,167,INE729D01010
KIMS,EQ,1483.95,1485.75,INE967H01017
KINGFA,EQ,1539.15,1525,INE473D01015
KIOCL,EQ,180.15,180.8,INE880L01014
KIRIINDUS,EQ,300.2,300.2,INE415I01015
KIRLFER,EQ,433.75,435.05,INE884B01025
KIRLOSBROS,EQ,439.8,436.5,INE732A01036
KIRLOSENG,EQ,402.75,401.7,INE146L01010
KIRLOSIND,EQ,2781.7,2790,INE250A01039
KITEX,EQ,147.15,146,INE602G01020
KKCL,EQ,417.75,418.5,INE401H01017
KMSUGAR,EQ,28.25,28.25,INE157H01023
KNRCON,EQ,243.9,244.1,INE634I01029
KOHINOOR,EQ,29.9,30,INE080B01012
KOKUYOCMLN,EQ,73.2,73,INE760A01029
KOLTEPATIL,EQ,254.2,254.5,INE094I01018
KOPRAN,EQ,145.45,145,INE082A01010
KOTAKALPHA,EQ,25.58,25.62,INF174KA1IA5
KOTAKBANK,EQ,1869.5,1868,INE237A01028
KOTAKBKETF,EQ,426.45,426.1,INF174K01F59
KOTAKCONS,EQ,73.39,73.34,INF174KA1JE5
KOTAKGOLD,EQ,52.13,52.16,INF174KA1HJ8
KOTAKIT,EQ,29.37,29.38,INF174KA1GC5
KOTAKLOVOL,EQ,13.21,13.12,INF174KA1IY5
KOTAKMID50,EQ,88.33,88.99,INF174KA1IB3
KOTAKMNC,EQ,19.43,19.44,INF174KA1JF2
KOTAKNIFTY,EQ,189.87,189.72,INF174K014P6
KOTAKNV20,EQ,103.68,103.88,INF174K01Z71
KOTAKPSUBK,EQ,377.47,378.58,INF373I01023
KOTAKSILVE,EQ,75.4,75.4,INF174KA1KU9
KOTARISUG,EQ,38.35,38.5,INE419A01022
KOTHARIPET,EQ,63.95,65,INE720A01015
KOTHARIPRO,EQ,117.1,118,INE823A01017
KOVAI,EQ,1980.6,1983,INE177F01017
KPIGREEN,EQ,450.4,450.6,INE542W01017
KPITTECH,EQ,869.1,869,INE04I401011
KPRMILL,EQ,607.3,608,INE930H01031
KRBL,EQ,340.95,341,INE001B01026
KREBSBIO,EQ,78.15,77.65,INE268B01013
KRIDHANINF,EQ,3,3.05,INE524L01026
KRISHANA,EQ,486.3,485,INE506W01012
KRITI,EQ,106,104.05,INE479D01038
KRITIKA,EQ,12.3,12.25,INE00Z501029
KRITINUT,EQ,46.25,47.25,INE798K01010
KRSNAA,EQ,496.85,495.7,INE08LI01020
KSB,EQ,2239,2239.95,INE999A01015
KSCL,EQ,515.2,512.05,INE455I01029
KSHITIJPOL,EQ,19.95,19.95,INE013801027
KSL,EQ,321.05,321,INE907A01026
KSOLVES,EQ,509.35,512.55,INE0D6I01015
KTKBANK,EQ,130.35,130.5,INE614B01018
KUANTUM,EQ,138.95,138.2,INE529I01021
L&TFH,EQ,87.65,87.6,INE498L01015
LAGNAM,EQ,55.75,56.5,INE548Z01017
LAL,EQ,114.5,114.5,INE740X01015
LALPATHLAB,EQ,1908.25,1905,INE600L01024
LAMBODHARA,EQ,166.65,166.1,INE112F01022
LANCER,EQ,163.2,163.75,INE359U01028
LANDMARK,EQ,572.4,572.5,INE559R01029
LAOPALA,EQ,363.2,362,INE059D01020
LASA,EQ,22.85,22.75,INE670X01014
LATENTVIEW,EQ,367.4,367,INE0I7C01011
LAURUSLABS,EQ,313.9,313.9,INE947Q01028
LAXMICOT,EQ,19.3,19.35,INE801V01019
LAXMIMACH,EQ,10871.85,10851,INE269B01029
LCCINFOTEC,EQ,1.75,1.75,INE938A01021
LEMONTREE,EQ,77.1,77.25,INE970X01018
LEXUS,EQ,81.65,77.55,INE500X01013
LFIC,EQ,110.85,111,INE850E01012
LGBBROSLTD,EQ,816.35,820,INE337A01034
LGBFORGE,EQ,8.65,8.7,INE201J01017
LIBAS,EQ,11.4,11.5,INE908V01012
LIBERTSHOE,EQ,221.55,222.2,INE557B01019
LICHSGFIN,EQ,327.4,327,INE115A01026
LICI,EQ,550.95,551.35,INE0J1Y01017
LICNETFGSC,EQ,23.26,23.29,INF767K01MV5
LICNETFN50,EQ,191.56,191.56,INF767K01OS7
LICNETFSEN,EQ,656.75,655,INF767K01OT5
LICNFNHGP,EQ,187.59,187.75,INF767K01PC8
LIKHITHA,EQ,255.8,257.2,INE060901027
LINC,EQ,594.55,590,INE802B01019
LINCOLN,EQ,400.1,401.9,INE405C01035
LINDEINDIA,EQ,4174.95,4196.8,INE473A01011
LIQUIDBEES,EQ,1000,1000.01,INF732E01037
LIQUIDETF,EQ,999.99,1000,INF740KA1EU7
LODHA,EQ,914.9,912,INE670K01029
LOKESHMACH,EQ,132,132.9,INE397H01017
LOTUSEYE,EQ,64.05,64.55,INE947I01017
LOVABLE,EQ,99.35,98.05,INE597L01014
LOYALTEX,EQ,610.95,610,INE970D01010
LPDC,EQ,6.15,6.1,INE197J01017
LSIL,EQ,18.75,18.75,INE093R01011
LT,EQ,2258.75,2263.5,INE018A01030
LTGILTBEES,EQ,23.69,23.7,INF204KB1882
LTIM,EQ,4646.4,4635.8,INE214T01019
LTTS,EQ,3529.85,3530.5,INE010V01017
LUMAXIND,EQ,1893.1,1885,INE162B01018
LUMAXTECH,EQ,285.9,284.8,INE872H01027
LUPIN,EQ,671.4,671.8,INE326A01037
LUXIND,EQ,1215.1,1214,INE150G01020
LXCHEM,EQ,266.55,266.6,INE576O01020
LYKALABS,EQ,114.55,114.8,INE933A01014
LYPSAGEMS,EQ,4.55,4.55,INE142K01011
M&M,EQ,1204.55,1205.45,INE101A01026
M&MFIN,EQ,259.4,259.25,INE774D01024
MAANALU,EQ,194.9,196,INE215I01019
MACPOWER,EQ,306.55,309,INE155Z01011
MADHAV,EQ,40.4,40.8,INE925C01016
MADHUCON,EQ,5.25,5.25,INE378D01032
MADRASFERT,EQ,71.9,70.35,INE414A01015
MAESGETF,EQ,28.86,28.93,INF769K01GS9
MAFANG,EQ,48.71,48.8,INF769K01HF4
MAFSETF,EQ,18.98,19.01,INF769K01HI8
MAGADSUGAR,EQ,356,357.7,INE347W01011
MAGNUM,EQ,28.7,28.25,INE387I01016
MAGOLDETF,EQ,60.45,60.95,INF769K01JP9
MAGS813ETF,EQ,24.2,23.98,INF769K01KF8
MAHABANK,EQ,27.55,27.65,INE457A01014
MAHAPEXLTD,EQ,93.15,92.5,INE843B01013
MAHASTEEL,EQ,59.6,59.7,INE451L01014
MAHEPC,EQ,92.6,92.75,INE215D01010
MAHESHWARI,EQ,87.55,87.8,INE263W01010
MAHINDCIE,EQ,365.45,365.4,INE536H01010
